store_id,state,treated,period,fte,wage,chain
303,NJ,1,0,30.5,4.35,Roy Rogers
303,NJ,1,1,32.5,5.05,Roy Rogers
304,NJ,1,0,23,4.5,Roy Rogers
304,NJ,1,1,21.5,5.05,Roy Rogers
305,NJ,1,0,13,4.39,Roy Rogers
305,NJ,1,1,20,5.05,Roy Rogers
307,NJ,1,0,30.25,4.25,Roy Rogers
307,NJ,1,1,43.5,5.2,Roy Rogers
310,NJ,1,0,18,4.25,Wendy's
310,NJ,1,1,17.5,5.05,Wendy's
312,NJ,1,0,10,4.25,Burger King
312,NJ,1,1,7,5.05,Burger King
314,NJ,1,0,17,4.62,Burger King
314,NJ,1,1,22,5.25,Burger King
316,NJ,1,0,25.5,4.62,Burger King
316,NJ,1,1,22,5.05,Burger King
317,NJ,1,0,6,4.25,Burger King
317,NJ,1,1,7,5.05,Burger King
318,NJ,1,0,11.5,4.75,KFC
318,NJ,1,1,14,5.05,KFC
319,NJ,1,0,8.5,4.62,KFC
319,NJ,1,1,27,5.05,KFC
322,NJ,1,0,18.5,4.75,Roy Rogers
322,NJ,1,1,18.5,5.05,Roy Rogers
325,NJ,1,0,15.5,4.5,Roy Rogers
325,NJ,1,1,11.5,5.05,Roy Rogers
333,NJ,1,0,14.25,4.25,Burger King
333,NJ,1,1,16,5.05,Burger King
336,NJ,1,0,38,4.5,Burger King
336,NJ,1,1,25,5.05,Burger King
337,NJ,1,0,24.75,4.87,Burger King
337,NJ,1,1,30.5,5.05,Burger King
339,NJ,1,0,23,4.25,Burger King
339,NJ,1,1,11.5,5.05,Burger King
340,NJ,1,0,24,4.25,Burger King
340,NJ,1,1,25.5,5.05,Burger King
341,NJ,1,0,7.5,4.62,KFC
341,NJ,1,1,9.5,5.05,KFC
343,NJ,1,0,15,4.75,KFC
343,NJ,1,1,11.5,5.05,KFC
346,NJ,1,0,9.25,4.25,KFC
346,NJ,1,1,12,,KFC
348,NJ,1,0,11.25,4.25,Roy Rogers
348,NJ,1,1,0,,Roy Rogers
350,NJ,1,0,16.5,4.75,Roy Rogers
350,NJ,1,1,17,5.05,Roy Rogers
351,NJ,1,0,18.75,4.25,Roy Rogers
351,NJ,1,1,24,5.05,Roy Rogers
355,NJ,1,0,13.5,4.87,Wendy's
355,NJ,1,1,13.5,,Wendy's
359,NJ,1,0,15,4.25,Burger King
359,NJ,1,1,17,5.05,Burger King
360,NJ,1,0,17.5,4.25,Burger King
360,NJ,1,1,28,5.05,Burger King
361,NJ,1,0,17.5,4.25,Burger King
361,NJ,1,1,21.5,5.05,Burger King
363,NJ,1,0,15.5,4.25,KFC
363,NJ,1,1,19.5,5.2,KFC
364,NJ,1,0,16.5,4.25,KFC
364,NJ,1,1,20,5.05,KFC
366,NJ,1,0,13.5,4.5,Roy Rogers
366,NJ,1,1,14.5,5.05,Roy Rogers
368,NJ,1,0,13,4.25,Wendy's
368,NJ,1,1,14.5,5.05,Wendy's
369,NJ,1,0,11.5,4.35,Burger King
369,NJ,1,1,0,,Burger King
370,NJ,1,0,29.05,4.85,Burger King
370,NJ,1,1,31.5,5.05,Burger King
376,NJ,1,0,13,4.5,Burger King
376,NJ,1,1,11.5,5.05,Burger King
377,NJ,1,0,18,4.25,Burger King
377,NJ,1,1,20,5.05,Burger King
379,NJ,1,0,30,4.62,Burger King
379,NJ,1,1,34,5.05,Burger King
380,NJ,1,0,20.5,4.5,Burger King
380,NJ,1,1,25,5.05,Burger King
383,NJ,1,0,10,4.5,Burger King
383,NJ,1,1,10,5.05,Burger King
385,NJ,1,0,26,4.25,Burger King
385,NJ,1,1,25,5.05,Burger King
386,NJ,1,0,12.5,4.25,Burger King
386,NJ,1,1,23,5.05,Burger King
391,NJ,1,0,19.5,4.25,KFC
391,NJ,1,1,17.5,5.05,KFC
393,NJ,1,0,12,4.62,KFC
393,NJ,1,1,23,5.25,KFC
396,NJ,1,0,36,4.87,Roy Rogers
396,NJ,1,1,26,5.4,Roy Rogers
397,NJ,1,0,21,4.25,Roy Rogers
397,NJ,1,1,16.5,5.05,Roy Rogers
398,NJ,1,0,24.5,4.75,Roy Rogers
398,NJ,1,1,35.5,5.05,Roy Rogers
399,NJ,1,0,20,4.87,Roy Rogers
399,NJ,1,1,31,5.05,Roy Rogers
400,NJ,1,0,26.5,4.5,Roy Rogers
400,NJ,1,1,23,5.05,Roy Rogers
401,NJ,1,0,15,4.25,Roy Rogers
401,NJ,1,1,22.5,5.05,Roy Rogers
402,NJ,1,0,19,4.75,Roy Rogers
402,NJ,1,1,21.5,5.05,Roy Rogers
405,NJ,1,0,17.5,4.32,Roy Rogers
405,NJ,1,1,12,5.05,Roy Rogers
410,NJ,1,0,20.5,4.25,Burger King
410,NJ,1,1,20.5,5.05,Burger King
411,NJ,1,0,21,4.5,Burger King
411,NJ,1,1,25,5.05,Burger King
412,NJ,1,0,10.5,4.5,KFC
412,NJ,1,1,8.5,5.05,KFC
413,NJ,1,0,23,4.25,Burger King
413,NJ,1,1,13,5.05,Burger King
414,NJ,1,0,23,4.25,Burger King
414,NJ,1,1,21.5,5.05,Burger King
415,NJ,1,0,29,4.25,Burger King
415,NJ,1,1,23,5.05,Burger King
417,NJ,1,0,21,4.25,Burger King
417,NJ,1,1,25.5,5.05,Burger King
418,NJ,1,0,41.5,4.25,Burger King
418,NJ,1,1,21.5,5.05,Burger King
419,NJ,1,0,12,4.25,KFC
419,NJ,1,1,9.5,5.05,KFC
421,NJ,1,0,33,4.62,KFC
421,NJ,1,1,36.5,5.05,KFC
422,NJ,1,0,6.5,4.75,KFC
422,NJ,1,1,16,5.05,KFC
423,NJ,1,0,9,4.95,KFC
423,NJ,1,1,23.75,5.25,KFC
424,NJ,1,0,9.75,4.75,KFC
424,NJ,1,1,17.5,5.25,KFC
426,NJ,1,0,24.5,4.25,Roy Rogers
426,NJ,1,1,20.5,5.05,Roy Rogers
427,NJ,1,0,14,4.75,Wendy's
427,NJ,1,1,20.5,5.05,Wendy's
428,NJ,1,0,19.5,4.62,Wendy's
428,NJ,1,1,25,5.14,Wendy's
